timestamp	step	dice_multi
1655747311442	0	0.47533420900894113
1655747323227	1	0.4753255996044632
1655747334843	2	0.4759473658165009
1655747346464	3	0.4753299872270897
1655747358151	4	0.4753255996044632
1655747369908	5	0.7631705024417401
1655747381557	6	0.8418095494495148
1655747393417	7	0.8663359552068213
1655747405261	8	0.8957631941951543
1655747417101	9	0.9007206245385921
1655747428932	10	0.9055147314521772
