timestamp	step	epoch
1655747311441	0	0.0
1655747323226	1	0.0
1655747334841	2	1.0
1655747346462	3	2.0
1655747358149	4	3.0
1655747369906	5	4.0
1655747381556	6	5.0
1655747393414	7	6.0
1655747405259	8	7.0
1655747417099	9	8.0
1655747428930	10	9.0
