timestamp	step	dice
1663184042266	0	0.0
1663184048433	1	0.0
1663184054610	2	0.5272822999560693
1663184060639	3	0.1010932944606414
1663184066683	4	0.7496659569040204
1663184072964	5	0.7880304753686853
1663184079082	6	0.8184531254256766
1663184085163	7	0.8398386776080494
1663184091439	8	0.8772550821852174
1663184097487	9	0.8801736986929604
1663184103651	10	0.8771537459828203
