timestamp	step	jaccard_coeff
1663182908066	0	0.0
1663182914308	1	0.0
1663182920461	2	0.011776064401202083
1663182926563	3	0.0
1663182932642	4	0.14313199969753745
1663182938761	5	0.21503615772956747
1663182944751	6	0.34411314918654584
1663182950836	7	0.3732364634275059
1663182957096	8	0.39902952940919323
1663182963255	9	0.40815057194623977
1663182969352	10	0.40672845461899054
